# rank |         avg         
#------+---------------------
    1 | 45.4000000000000000
    2 | 55.0000000000000000
    3 | 76.4000000000000000
    4 | 76.4000000000000000
    5 | 81.6000000000000000
    6 | 81.6000000000000000
    7 | 81.6000000000000000
    8 | 81.6000000000000000
    9 | 83.8000000000000000
   10 | 86.0000000000000000
   11 | 86.0000000000000000
   12 | 89.6000000000000000
   13 | 89.8000000000000000
   14 | 91.2000000000000000
   15 | 91.2000000000000000
   16 | 91.2000000000000000
   17 | 91.8000000000000000
   18 | 91.8000000000000000
   19 | 92.2000000000000000
   20 | 92.2000000000000000
   21 | 92.2000000000000000
   22 | 92.2000000000000000
   23 | 92.4000000000000000
   24 | 93.0000000000000000
   25 | 92.8000000000000000
   26 | 92.8000000000000000
   27 | 92.8000000000000000
   28 | 92.8000000000000000
   29 | 93.2000000000000000
   30 | 93.2000000000000000
   31 | 93.2000000000000000
   32 | 93.2000000000000000
   33 | 94.0000000000000000
   34 | 94.0000000000000000
   35 | 94.0000000000000000
   36 | 94.0000000000000000
   37 | 94.0000000000000000
   38 | 94.0000000000000000
   39 | 94.0000000000000000
   40 | 94.0000000000000000
   41 | 94.6000000000000000
   42 | 95.2000000000000000
   43 | 95.2000000000000000
   44 | 96.2000000000000000
   45 | 96.2000000000000000
   46 | 96.2000000000000000
   47 | 96.2000000000000000
   48 | 96.2000000000000000
   49 | 96.2000000000000000
   50 | 96.2000000000000000
   51 | 96.2000000000000000
   52 | 96.4000000000000000
   53 | 96.4000000000000000
   54 | 96.4000000000000000
   55 | 96.4000000000000000
   56 | 96.4000000000000000
   57 | 96.4000000000000000
   58 | 96.4000000000000000
   59 | 96.4000000000000000
   60 | 96.4000000000000000
   61 | 96.4000000000000000
   62 | 96.4000000000000000
   63 | 96.4000000000000000
   64 | 96.4000000000000000
   65 | 96.4000000000000000
   66 | 96.4000000000000000
   67 | 96.4000000000000000
   68 | 96.4000000000000000
   69 | 96.4000000000000000
   70 | 96.6000000000000000
   71 | 96.6000000000000000
   72 | 96.6000000000000000
   73 | 96.6000000000000000
   74 | 96.6000000000000000
   75 | 96.8000000000000000
   76 | 96.8000000000000000
   77 | 96.8000000000000000
   78 | 96.8000000000000000
   79 | 96.8000000000000000
   80 | 96.8000000000000000
   81 | 96.8000000000000000
   82 | 96.8000000000000000
   83 | 96.8000000000000000
   84 | 96.8000000000000000
   85 | 96.8000000000000000
   86 | 96.8000000000000000
   87 | 96.8000000000000000
   88 | 96.8000000000000000
   89 | 96.8000000000000000
   90 | 96.8000000000000000
   91 | 96.8000000000000000
   92 | 96.8000000000000000
   93 | 97.0000000000000000
   94 | 97.0000000000000000
   95 | 97.0000000000000000
   96 | 97.0000000000000000
   97 | 97.0000000000000000
   98 | 97.0000000000000000
   99 | 97.0000000000000000
  100 | 97.0000000000000000
  101 | 97.0000000000000000
  102 | 97.0000000000000000
  103 | 97.0000000000000000
  104 | 97.0000000000000000
  105 | 97.0000000000000000
  106 | 97.2000000000000000
  107 | 97.2000000000000000
  108 | 97.2000000000000000
  109 | 97.2000000000000000
  110 | 97.2000000000000000
  111 | 97.2000000000000000
  112 | 97.2000000000000000
  113 | 97.2000000000000000
  114 | 97.2000000000000000
  115 | 97.2000000000000000
  116 | 97.2000000000000000
  117 | 97.2000000000000000
  118 | 97.2000000000000000
  119 | 97.2000000000000000
  120 | 97.2000000000000000
  121 | 97.2000000000000000
  122 | 97.2000000000000000
  123 | 97.2000000000000000
  124 | 97.6000000000000000
  125 | 97.6000000000000000
  126 | 97.6000000000000000
  127 | 97.6000000000000000
  128 | 97.6000000000000000
  129 | 97.6000000000000000
  130 | 97.6000000000000000
  131 | 97.6000000000000000
  132 | 97.6000000000000000
  133 | 97.6000000000000000
  134 | 97.6000000000000000
  135 | 97.6000000000000000
  136 | 97.6000000000000000
  137 | 97.6000000000000000
  138 | 97.6000000000000000
  139 | 97.6000000000000000
  140 | 97.6000000000000000
  141 | 97.6000000000000000
  142 | 97.6000000000000000
  143 | 97.6000000000000000
